3	12	0
7	25	1
7	25	2
7	25	3
7	25	4
7	25	5
7	25	6
7	25	7
7	25	8
7	25	9
7	25	10
7	16	11
7	16	12
7	16	13
7	16	0
7	16	14
7	16	15
7	16	16
7	16	17
7	16	18
7	16	19
7	16	20
7	16	21
7	16	22
7	16	23
7	15	24
7	15	25
7	15	26
7	15	13
7	15	27
7	15	28
7	15	29
7	15	30
7	15	31
7	15	32
7	15	33
7	15	34
7	15	35
7	26	9
7	24	36
7	24	37
7	24	38
7	24	39
7	24	40
8	7	41
8	68	42
8	8	43
8	8	44
9	6	38
9	5	0
10	12	35
10	12	11
10	13	45
11	12	12
11	13	46
12	13	47
12	12	25
13	13	48
13	12	13
14	13	49
15	14	50
15	14	51
15	6	38
15	5	0
16	23	12
16	20	52
17	20	48
17	31	10
17	23	13
18	20	53
19	11	38
19	12	0
19	12	18
19	13	50
19	13	27
20	43	2
20	43	9
20	5	17
21	12	18
22	6	54
22	14	38
23	13	55
23	12	0
24	43	1
24	43	9
24	5	23
25	31	2
25	23	17
25	20	56
26	14	57
27	6	58
27	14	59
28	20	60
28	23	0
29	31	1
29	23	23
29	20	61
30	43	8
30	5	34
31	5	18
31	14	62
31	14	30
32	18	63
32	9	64
32	9	15
33	31	8
33	23	34
33	23	21
33	20	65
34	6	66
34	43	67
34	43	5
34	14	68
34	5	15
35	13	29
35	12	69
36	11	47
36	12	25
36	13	70
37	13	71
37	12	72
38	12	69
39	19	47
39	23	25
39	23	73
39	20	74
40	11	36
41	20	75
41	20	76
41	23	69
41	23	15
41	31	5
42	13	77
42	13	28
42	12	23
42	12	19
43	12	16
43	13	78
44	31	1
44	20	79
44	23	23
45	23	19
45	20	80
45	31	7
46	31	3
46	23	31
46	20	81
47	31	82
47	23	16
47	20	83
48	12	31
48	12	15
48	12	13
48	13	84
48	13	76
48	13	85
49	10	77
50	10	80
50	9	86
51	13	51
52	72	87
53	31	10
53	20	88
53	23	89
54	31	5
54	23	15
54	20	90
55	4	91
55	9	89
55	10	92
57	9	89
57	9	93
58	4	91
58	3	89
58	10	92
58	9	94
59	27	95
