0	0
1	1
2	4
3	6
4	3
5	3
6	6
7	13
8	32
9	3
10	3
11	3
12	6
13	21
14	3
15	32
16	19
17	4
18	3
19	4
20	3
21	3
22	13
23	3
24	3
25	4
26	13
27	3
28	32
29	3
30	4
31	32
32	4
33	4
34	32
35	3
36	19
37	3
38	4
39	4
40	6
41	3
42	3
43	4
44	3
45	4
46	6
47	3
48	3
49	4
50	3
51	6
52	4
53	6
54	7
55	10
56	10
57	10
58	3
59	10
60	10
61	15
62	10
63	4
64	3
65	19
66	29
67	18
68	13
69	3
70	4
71	32
72	32
73	32
74	13
75	4
76	4
77	4
78	3
79	10
80	4
81	13
82	24
83	6
84	10
85	10
86	3
87	10
88	3
89	3
90	3
91	22
92	33
93	12
94	12
95	10
96	10
97	10
98	32
99	3
100	4
101	3
102	3
103	4
104	3
105	3
106	3
107	18
108	3
109	3
110	32
111	13
112	29
113	13
114	12
115	45
116	14
117	10
118	18
119	30
120	24
121	4
122	4
123	22
124	24
125	15
126	3
127	11
128	22
129	12
130	13
131	4
132	12
133	18
134	4
135	10
136	3
137	22
138	10
139	6
140	10
