0	0
1	1
2	4
3	5
4	3
5	12
6	17
7	3
8	3
9	13
10	25
11	31
12	3
13	3
14	16
15	4
16	4
17	3
18	3
19	32
20	3
21	32
22	12
23	11
24	3
25	13
26	13
27	17
28	4
29	13
30	4
31	11
32	21
33	6
34	12
35	4
36	14
37	13
38	32
39	3
40	27
41	25
42	10
43	5
44	4
45	4
46	3
47	4
48	22
49	3
50	4
51	4
52	11
53	19
54	13
55	4
56	4
57	32
58	3
59	32
60	3
61	13
62	4
63	4
64	17
65	4
66	3
67	22
68	11
69	18
70	17
71	4
72	4
73	32
74	19
75	19
76	3
77	4
78	12
79	3
80	19
81	12
82	3
83	6
84	10
85	19
86	17
87	3
88	3
89	12
90	17
91	27
92	12
93	4
94	13
95	4
96	12
97	3
98	17
99	34
100	25
101	3
102	17
103	6
104	19
105	22
106	3
107	4
108	32
109	6
110	10
111	4
112	5
113	19
114	4
115	12
116	13
117	3
118	32
119	32
120	4
121	19
122	21
123	4
124	17
125	12
126	21
127	13
128	6
129	3
130	32
131	19
132	17
133	21
134	32
135	17
136	13
137	13
138	4
139	17
140	32
141	17
142	3
143	4
144	12
145	25
146	4
147	4
148	11
149	3
150	4
151	13
152	12
153	12
154	4
155	4
156	6
157	19
158	8
159	4
160	4
161	13
162	13
163	19
164	11
165	4
166	4
167	4
168	19
169	6
170	4
171	4
172	25
173	4
174	29
175	6
176	17
177	17
178	24
179	17
180	3
181	19
182	3
183	3
184	17
185	4
186	12
187	4
188	36
189	23
190	4
191	4
192	4
193	7
194	32
195	13
196	32
197	12
198	4
199	10
200	27
201	32
202	30
203	32
204	13
205	32
206	24
207	12
208	32
209	30
210	12
211	13
212	10
213	10
214	4
215	13
216	12
217	10
218	27
219	30
220	13
221	19
222	3
223	10
224	10
225	10
226	12
227	18
228	12
229	10
230	10
231	4
232	3
233	32
234	3
235	3
236	32
237	10
238	10
239	4
240	10
241	4
242	32
243	10
244	10
245	13
246	4
247	17
248	4
249	17
250	24
251	19
252	32
253	4
254	4
255	32
256	2
257	10
258	32
259	4
260	32
261	10
262	10
263	29
264	3
265	4
266	10
267	10
268	32
269	3
270	32
271	13
272	30
273	4
274	21
275	4
276	23
277	3
278	32
279	32
280	10
281	3
282	4
283	3
284	19
285	32
286	32
287	4
288	4
289	10
290	10
291	10
292	3
293	3
294	18
295	13
296	6
297	4
298	13
299	4
300	25
301	4
302	22
303	30
304	22
305	10
306	9
307	13
308	30
309	4
310	3
311	13
312	3
313	19
314	13
315	18
316	12
317	8
318	3
319	14
320	17
321	4
322	4
323	13
324	10
325	10
326	30
327	30
328	4
329	3
330	27
331	10
332	10
333	19
334	10
335	41
336	4
337	4
338	4
339	32
340	18
341	3
342	12
343	15
344	3
345	4
346	31
347	13
348	4
349	30
350	10
351	30
352	32
353	4
354	4
355	13
356	18
357	31
358	10
359	4
360	12
361	4
362	13
363	4
364	12
365	32
366	19
367	12
368	22
369	13
370	27
371	17
372	14
373	13
374	17
375	12
376	13
377	13
378	22
379	12
380	32
381	13
382	9
383	19
384	27
385	18
386	24
387	12
388	14
389	4
390	12
391	32
392	32
393	4
394	32
395	13
396	30
397	30
398	13
399	30
400	32
401	32
402	31
403	27
404	4
405	13
406	3
407	3
408	13
409	12
410	30
411	3
412	3
413	32
414	32
415	12
416	12
417	13
418	15
419	13
420	32
421	13
