2	3	0
2	3	1
3	2	2
3	4	3
5	6	4
5	11	5
6	2	6
6	2	7
7	52	5
10	11	11
12	4	12
17	25	14
18	28	15
18	38	16
19	44	17
19	7	18
20	76	19
20	62	20
21	11	21
21	6	22
22	38	23
22	6	24
24	4	3
24	2	25
25	4	26
25	3	27
28	11	5
28	6	28
29	2	11
30	7	12
32	28	29
32	38	16
33	4	17
33	3	30
33	3	31
34	14	32
35	11	33
35	6	34
36	38	35
36	6	27
37	28	5
37	6	36
38	2	12
39	2	12
40	2	16
40	4	37
41	7	38
41	7	39
41	7	40
41	22	41
42	11	26
42	11	42
42	6	27
45	29	43
45	10	44
45	10	45
46	28	5
46	6	46
46	30	47
47	4	48
47	4	49
48	18	42
48	18	21
48	19	22
49	6	50
50	11	5
50	6	51
51	23	5
51	61	32
52	28	52
52	11	5
53	28	5
54	28	53
54	11	5
55	28	5
55	30	50
56	11	5
56	6	54
