83	0	114
114	1	83
83	0	107
107	1	83
83	0	116
116	1	83
11	0	50
50	1	11
11	0	112
112	1	11
11	0	101
101	1	11
11	0	88
88	1	11
11	0	87
87	1	11
47	0	50
50	1	47
47	0	58
58	1	47
24	0	50
50	1	24
24	0	72
72	1	24
4	0	33
33	1	4
4	0	34
34	1	4
4	0	50
50	1	4
50	0	104
104	1	50
50	0	109
109	1	50
50	0	52
52	1	50
50	0	53
53	1	50
50	0	54
54	1	50
50	0	87
87	1	50
50	0	55
55	1	50
50	0	88
88	1	50
50	0	101
101	1	50
50	0	114
114	1	50
50	0	111
111	1	50
50	0	115
115	1	50
50	0	89
89	1	50
50	0	56
56	1	50
50	0	57
57	1	50
50	0	90
90	1	50
50	0	102
102	1	50
50	0	92
92	1	50
50	0	58
58	1	50
50	0	59
59	1	50
50	0	60
60	1	50
50	0	61
61	1	50
50	0	93
93	1	50
50	0	62
62	1	50
50	0	63
63	1	50
50	0	64
64	1	50
50	0	108
108	1	50
50	0	96
96	1	50
50	0	65
65	1	50
50	0	66
66	1	50
50	0	67
67	1	50
50	0	98
98	1	50
50	0	110
110	1	50
50	0	116
116	1	50
50	0	113
113	1	50
50	0	97
97	1	50
50	0	68
68	1	50
50	0	69
69	1	50
50	0	70
70	1	50
50	0	71
71	1	50
50	0	72
72	1	50
50	0	100
100	1	50
50	0	73
73	1	50
50	0	74
74	1	50
50	0	112
112	1	50
50	0	75
75	1	50
50	0	76
76	1	50
50	0	77
77	1	50
50	0	78
78	1	50
50	0	79
79	1	50
50	0	99
99	1	50
50	0	80
80	1	50
50	0	81
81	1	50
50	0	82
82	1	50
50	0	83
83	1	50
50	0	84
84	1	50
50	0	107
107	1	50
50	0	85
85	1	50
6	0	50
50	1	6
22	0	50
50	1	22
22	0	72
72	1	22
12	0	108
108	1	12
12	0	84
84	1	12
12	0	100
100	1	12
12	0	85
85	1	12
12	0	50
50	1	12
84	0	108
108	1	84
84	0	100
100	1	84
55	0	87
87	1	55
55	0	101
101	1	55
55	0	88
88	1	55
88	0	101
101	1	88
41	0	116
116	1	41
41	0	114
114	1	41
41	0	107
107	1	41
41	0	82
82	1	41
41	0	83
83	1	41
41	0	112
112	1	41
41	0	50
50	1	41
112	0	116
116	1	112
112	0	114
114	1	112
82	0	116
116	1	82
82	0	114
114	1	82
82	0	107
107	1	82
27	0	116
116	1	27
27	0	82
82	1	27
27	0	114
114	1	27
27	0	107
107	1	27
27	0	112
112	1	27
27	0	83
83	1	27
27	0	50
50	1	27
27	0	41
41	1	27
107	0	114
114	1	107
107	0	116
116	1	107
107	0	111
111	1	107
107	0	112
112	1	107
8	0	50
50	1	8
8	0	115
115	1	8
8	0	99
99	1	8
8	0	111
111	1	8
8	0	88
88	1	8
8	0	113
113	1	8
8	0	97
97	1	8
8	0	56
56	1	8
8	0	80
80	1	8
113	0	115
115	1	113
54	0	86
86	1	54
40	0	58
58	1	40
40	0	50
50	1	40
40	0	47
47	1	40
26	0	58
58	1	26
26	0	50
50	1	26
26	0	40
40	1	26
26	0	47
47	1	26
61	0	92
92	1	61
61	0	109
109	1	61
61	0	103
103	1	61
61	0	93
93	1	61
45	0	92
92	1	45
45	0	51
51	1	45
45	0	103
103	1	45
45	0	49
49	1	45
49	0	51
51	1	49
49	0	92
92	1	49
49	0	103
103	1	49
36	0	46
46	1	36
15	0	46
46	1	15
15	0	92
92	1	15
15	0	51
51	1	15
15	0	103
103	1	15
15	0	49
49	1	15
15	0	35
35	1	15
15	0	61
61	1	15
15	0	45
45	1	15
15	0	36
36	1	15
104	0	109
109	1	104
100	0	108
108	1	100
13	0	96
96	1	13
13	0	50
50	1	13
2	0	50
50	1	2
2	0	43
43	1	2
2	0	44
44	1	2
2	0	30
30	1	2
2	0	48
48	1	2
2	0	31
31	1	2
30	0	50
50	1	30
30	0	43
43	1	30
43	0	50
50	1	43
114	0	116
116	1	114
80	0	115
115	1	80
80	0	113
113	1	80
80	0	111
111	1	80
80	0	114
114	1	80
80	0	99
99	1	80
99	0	115
115	1	99
99	0	114
114	1	99
99	0	113
113	1	99
99	0	111
111	1	99
99	0	107
107	1	99
111	0	115
115	1	111
111	0	114
114	1	111
111	0	113
113	1	111
29	0	50
50	1	29
29	0	76
76	1	29
29	0	56
56	1	29
