0	44
1	49
2	47
3	44
4	44
5	45
6	45
7	44
8	43
9	47
10	43
11	44
12	44
13	44
14	46
15	44
16	43
17	44
18	46
19	47
20	43
21	47
22	52
23	49
24	46
25	44
26	44
27	44
28	44
29	44
30	43
31	46
32	49
33	47
34	46
35	44
36	44
37	47
38	44
39	46
40	47
41	47
42	47
43	49
44	43
45	43
46	43
47	43
48	44
49	43
50	43
51	49
52	44
53	46
54	46
55	44
56	44
57	44
58	43
59	45
60	47
61	44
62	45
63	46
64	43
65	44
66	44
67	47
68	44
69	46
70	46
71	43
72	43
73	47
74	47
75	43
76	47
77	46
