26	147	27
26	147	140
51	147	27
61	147	121
28	147	120
28	148	142
28	148	123
28	150	120
29	148	123
34	148	142
68	148	142
68	147	10
68	147	151
68	147	124
68	151	139
69	148	142
69	145	128
31	147	32
31	149	134
40	147	144
40	147	91
40	147	160
40	147	167
8	147	167
8	147	140
8	147	91
58	147	91
58	147	8
58	147	160
58	147	167
58	147	138
54	147	140
106	147	107
107	147	111
82	147	83
83	147	8
119	147	40
38	147	39
65	147	58
48	147	58
76	147	58
0	147	10
0	147	124
0	147	59
0	147	84
33	148	142
87	146	91
5	148	148
5	149	36
113	147	91
30	147	26
30	149	152
71	147	26
71	149	36
46	147	127
35	148	148
35	149	132
35	147	112
3	148	149
3	148	162
118	149	150
59	147	146
18	148	123
18	147	20
18	149	19
19	147	20
91	147	92
91	147	8
91	147	140
94	147	91
94	147	8
88	150	166
41	147	140
41	147	91
41	147	8
16	147	8
17	147	16
72	146	133
57	147	41
21	145	154
80	148	143
80	149	79
79	148	143
