2	6	0
2	6	1
2	5	2
2	5	3
4	49	6
4	59	7
6	5	9
6	6	10
6	6	11
6	6	12
6	43	13
9	37	15
9	36	16
10	5	17
11	22	18
12	9	19
13	18	20
13	3	3
13	9	8
14	36	21
14	37	22
16	5	3
17	10	25
17	10	26
17	9	8
18	14	27
18	14	28
19	14	29
20	27	30
21	49	31
21	59	32
22	4	33
22	10	34
22	9	35
24	49	38
25	11	27
26	5	39
26	14	40
26	6	41
27	57	42
28	6	1
28	43	43
28	5	2
28	14	44
29	6	12
29	5	9
29	14	45
30	14	46
31	13	47
31	12	18
32	6	20
32	5	8
33	49	48
33	49	49
34	48	50
34	42	51
34	41	8
35	6	52
36	12	39
36	13	40
36	11	41
37	42	53
38	12	2
38	13	44
39	13	46
40	21	54
40	21	55
40	22	56
41	28	48
42	8	57
42	7	53
42	68	58
43	42	59
43	48	60
44	28	48
45	21	61
47	49	59
47	49	62
47	59	63
48	72	64
48	73	65
48	73	66
49	25	67
49	25	68
49	25	69
49	25	70
49	25	71
49	25	72
49	25	73
49	25	74
49	16	75
49	16	8
49	16	56
49	16	76
49	16	77
49	16	78
49	16	79
49	16	80
49	16	81
49	16	82
49	16	83
49	16	84
49	16	7
49	16	39
49	16	85
49	16	86
49	16	87
49	16	32
49	16	88
49	16	89
49	24	90
49	24	91
49	24	92
49	24	93
49	24	94
49	24	95
49	24	96
49	24	97
49	24	98
49	24	99
49	24	100
49	24	101
49	24	102
49	24	50
49	24	103
49	24	104
49	24	59
49	24	27
49	24	105
49	24	106
49	24	107
49	24	108
49	24	109
49	15	110
49	15	111
49	15	112
49	15	113
49	15	114
49	15	115
49	15	116
49	15	117
49	15	95
49	15	96
49	15	118
49	15	119
49	15	120
49	15	121
49	15	122
49	15	123
49	15	124
49	15	125
49	15	126
49	15	127
49	15	128
49	15	129
49	15	130
49	15	131
49	15	132
49	15	133
49	15	134
49	15	135
49	15	136
49	15	137
49	15	16
49	15	103
49	15	138
49	15	139
49	15	140
49	15	141
49	15	142
49	15	143
49	15	28
49	15	144
49	15	145
49	15	146
49	15	147
49	15	148
49	15	149
49	15	150
49	15	151
49	15	152
49	15	107
49	15	153
49	15	154
49	15	155
49	15	156
49	26	157
49	26	158
49	26	67
49	26	74
49	16	7
49	16	56
49	16	113
49	16	87
49	16	130
49	16	77
49	16	159
49	16	160
49	16	88
50	31	70
50	23	56
50	20	161
50	20	162
50	20	163
50	20	164
50	19	93
51	11	93
51	13	162
52	10	165
53	6	166
54	13	167
55	11	96
55	13	168
56	65	102
57	13	149
57	12	86
58	23	160
58	20	169
58	20	16
59	23	7
59	20	170
60	11	105
60	12	85
60	13	129
61	23	85
61	20	171
62	28	172
63	90	173
63	64	174
64	52	175
64	52	176
64	52	177
64	53	81
65	91	178
65	75	179
66	72	180
66	72	181
67	20	147
68	20	140
68	20	123
69	13	140
69	13	123
70	18	182
70	9	32
71	20	128
71	19	17
72	10	94
72	9	8
72	3	80
73	19	93
73	20	183
73	20	124
74	16	184
75	72	185
75	72	186
75	72	53
75	72	187
76	21	59
77	13	188
78	20	189
79	115	190
80	20	163
81	50	165
82	6	8
82	6	191
82	14	192
82	5	9
83	32	193
83	108	194
84	90	195
84	90	178
84	64	180
85	20	196
86	9	197
87	49	198
87	49	8
87	49	199
89	20	107
89	20	153
90	65	186
91	35	200
91	17	189
92	18	190
93	10	201
93	9	194
93	4	202
93	4	203
94	72	199
94	87	204
95	85	205
95	93	206
97	116	184
97	85	207
97	93	206
98	84	208
98	99	206
98	97	56
99	85	205
100	72	53
100	72	209
100	72	103
100	73	210
101	84	207
101	99	206
102	28	211
102	28	212
102	28	213
103	28	53
103	28	214
104	72	207
105	100	206
105	121	87
106	28	215
106	28	216
107	28	53
107	28	217
107	28	61
108	65	207
108	86	206
109	65	92
