0	49
1	49
2	48
3	50
4	49
5	48
6	49
7	49
8	49
9	51
10	48
11	49
12	49
13	47
14	46
15	49
16	51
17	49
18	49
19	52
20	47
21	52
22	52
23	46
24	51
25	49
26	48
27	48
28	51
29	46
30	48
31	46
32	49
33	46
34	46
35	46
36	49
37	46
38	46
39	49
40	49
41	49
42	49
43	49
44	49
45	49
46	48
47	50
48	49
49	49
50	46
51	50
52	49
53	50
54	49
55	49
56	49
57	48
58	49
59	49
60	49
61	49
62	49
63	50
64	50
65	49
66	49
67	49
68	49
69	46
70	49
71	46
72	50
73	49
74	50
75	49
76	49
77	49
78	51
79	49
80	46
81	50
82	50
83	50
84	49
