2	13	0
2	13	1
2	12	2
3	6	3
3	6	4
3	6	5
3	14	6
3	14	7
3	14	8
3	14	9
3	5	10
4	10	11
4	10	12
4	3	13
5	22	14
5	22	15
5	21	16
6	13	17
6	13	18
7	16	19
7	16	20
9	5	21
9	14	22
9	14	23
10	5	24
11	41	25
11	42	26
12	18	27
12	4	28
12	10	29
12	3	30
12	9	31
13	6	32
13	5	33
14	41	34
14	42	35
15	24	36
15	15	37
15	16	38
17	9	40
18	28	41
18	28	42
19	10	43
20	5	44
21	27	45
22	14	46
22	5	47
23	11	5
23	12	9
23	13	48
23	13	8
24	16	19
25	18	49
26	13	50
26	12	22
26	12	21
27	10	51
27	3	52
27	3	24
28	10	53
28	3	31
29	4	28
29	10	29
29	9	30
29	9	31
30	53	33
30	52	54
31	20	55
31	23	56
32	11	35
32	13	57
32	13	58
33	6	21
34	61	36
34	53	37
34	77	38
35	27	35
36	49	59
37	11	60
37	13	61
37	12	62
38	12	44
38	13	63
39	49	64
39	49	45
39	49	65
40	11	66
40	13	67
41	23	19
41	19	68
41	20	69
42	14	70
43	14	71
43	14	72
43	14	73
43	5	21
43	5	33
43	5	56
44	6	27
44	5	74
44	14	75
44	14	76
44	14	77
45	13	78
46	11	79
46	13	80
46	13	81
47	78	33
48	18	82
48	10	55
48	9	56
49	15	83
50	43	84
50	5	85
51	49	86
51	49	87
51	59	88
52	6	51
52	5	89
53	28	45
53	28	65
54	4	90
54	3	91
54	9	92
55	13	46
55	12	47
56	6	93
56	6	42
56	6	94
56	6	95
56	6	96
56	6	97
56	14	18
56	5	21
56	5	33
57	28	98
58	13	75
58	13	76
58	13	77
58	11	27
58	12	74
59	23	44
59	20	99
60	92	82
60	51	56
61	42	91
61	42	41
61	48	42
61	48	100
61	46	101
62	20	102
62	23	47
63	6	103
63	6	35
63	5	33
65	10	104
66	10	45
66	10	65
66	9	91
66	9	105
67	16	106
67	16	107
67	16	108
67	16	31
67	16	109
67	16	19
67	16	21
67	16	13
67	16	110
67	16	20
67	16	2
67	16	111
67	16	10
67	16	112
67	16	113
67	16	114
67	16	14
67	16	115
67	16	33
67	24	42
67	24	66
67	24	5
67	24	116
67	24	35
67	24	117
67	24	27
67	24	68
67	16	118
67	16	19
67	16	6
67	16	20
67	16	115
67	16	7
67	15	119
67	15	120
67	15	121
67	15	83
67	15	122
67	15	16
67	15	123
67	15	124
67	15	125
67	15	126
67	15	127
67	15	128
67	15	129
67	15	130
67	15	110
67	15	131
67	15	132
67	15	133
67	15	11
67	15	22
67	15	134
67	15	135
67	15	136
67	15	137
67	15	138
67	15	139
67	15	140
67	15	141
67	15	142
67	15	6
67	15	143
67	15	144
67	15	145
67	15	53
67	15	146
67	15	5
67	15	147
67	15	3
67	15	12
67	15	148
67	26	149
67	26	150
67	26	151
67	25	150
67	25	152
68	6	35
69	10	153
69	10	154
69	9	155
70	10	156
70	9	91
70	9	157
71	38	158
71	38	159
71	39	160
72	23	108
72	20	137
73	12	109
73	11	5
73	13	143
74	12	136
74	13	120
75	31	150
75	20	161
76	12	19
76	12	123
76	11	147
76	13	162
77	18	3
78	6	163
78	6	35
78	43	164
78	5	165
79	20	166
79	31	152
79	23	2
80	11	4
81	72	140
82	6	35
83	20	128
83	23	115
84	13	141
84	12	115
85	11	27
85	13	167
85	13	53
85	12	31
86	5	168
86	14	169
86	14	170
86	6	171
87	20	124
88	31	172
88	23	173
88	20	174
89	13	175
90	28	35
90	28	176
91	56	35
91	57	177
92	10	156
92	3	91
92	9	105
93	23	109
93	19	5
93	20	178
94	20	179
95	6	140
95	6	42
95	5	21
96	14	35
96	5	33
97	6	180
97	5	181
98	27	182
98	27	35
99	13	124
99	12	15
100	20	183
101	53	33
102	10	153
102	10	156
102	3	91
102	9	105
103	13	184
104	13	122
105	20	185
105	19	117
106	11	35
106	13	186
107	20	124
108	9	33
109	13	117
110	11	16
110	11	139
110	11	68
110	11	138
110	13	145
110	13	131
110	13	12
110	13	133
110	13	187
110	12	19
110	12	13
110	12	113
111	19	16
111	20	188
112	19	138
112	20	189
113	20	12
113	31	150
113	23	113
114	19	139
114	23	19
114	20	190
115	19	16
115	20	188
116	4	191
116	10	192
116	9	193
