0	49
1	48
2	49
3	48
4	49
5	49
6	46
7	46
8	46
9	46
10	47
11	47
12	49
13	50
14	46
15	49
16	49
17	48
18	49
19	48
20	50
21	49
22	49
23	48
24	49
25	47
26	48
27	48
28	48
29	49
30	46
31	49
32	46
33	50
34	49
35	48
36	46
37	49
38	49
39	49
40	49
41	49
42	49
43	52
44	51
45	51
46	49
47	46
48	48
49	49
50	51
51	49
52	49
53	46
54	49
55	47
56	49
57	49
58	49
59	48
60	49
61	49
62	49
63	48
64	49
65	47
66	49
67	46
68	49
69	46
70	49
71	49
72	49
73	49
74	49
75	47
76	49
77	46
78	49
79	48
80	49
81	49
82	51
83	48
84	50
85	49
86	48
87	48
88	49
89	49
90	49
91	46
92	48
93	46
94	48
95	48
96	46
97	48
98	47
99	46
100	51
101	48
102	46
103	48
104	48
105	51
106	46
107	46
108	46
109	46
110	49
111	49
112	49
113	49
114	49
115	49
116	49
117	49
118	49
119	49
120	49
121	49
122	49
123	49
124	49
125	49
126	49
127	49
128	49
129	49
130	46
131	49
132	49
133	49
134	49
135	49
136	49
137	46
138	49
139	49
140	49
141	49
142	49
143	49
144	49
145	49
146	49
147	49
148	49
149	46
150	49
151	49
152	49
153	49
154	49
155	49
156	49
157	46
158	49
159	49
160	49
161	49
162	49
163	49
164	49
165	49
166	49
167	49
168	46
169	47
170	49
171	49
172	49
173	49
174	49
175	49
176	49
177	50
178	49
179	48
180	49
181	49
182	49
183	49
184	49
185	49
186	49
187	49
188	49
189	49
190	49
191	50
192	49
193	49
194	50
195	49
196	49
197	52
198	52
199	52
200	52
201	52
202	52
203	52
204	52
205	51
206	46
207	49
208	49
209	49
210	49
211	48
212	49
213	49
214	49
215	49
216	49
217	49
218	49
219	49
220	49
221	49
222	49
223	49
224	49
225	49
226	49
227	49
228	49
229	49
230	49
231	49
232	46
233	48
234	49
235	50
236	49
237	46
238	50
239	51
240	49
241	49
242	48
243	48
244	49
245	49
246	49
247	49
248	52
249	49
250	49
251	49
252	49
253	49
254	49
255	50
256	48
257	51
258	48
259	49
260	49
261	51
262	49
263	49
264	49
265	48
266	46
267	49
268	49
269	46
270	48
271	48
272	49
273	49
274	49
275	49
276	48
277	50
278	49
279	46
280	51
281	52
282	49
283	46
284	49
285	49
286	50
287	48
288	49
289	49
290	49
291	54
292	49
293	49
294	49
295	49
296	49
297	49
298	49
299	48
300	50
301	50
302	49
303	49
304	49
305	46
306	49
307	49
308	49
309	46
310	49
311	49
312	49
313	51
314	49
315	49
316	50
317	49
318	49
319	50
320	49
321	50
322	49
323	49
324	49
325	50
326	47
327	46
328	47
329	46
330	50
331	47
332	46
333	50
334	49
335	48
336	49
337	49
338	49
339	46
340	49
341	50
342	46
343	49
344	49
345	50
346	48
347	49
348	49
349	49
350	48
351	51
352	50
353	49
354	46
355	48
356	50
357	46
358	49
359	49
360	49
361	50
362	46
363	51
364	51
365	49
366	49
367	49
368	46
369	46
370	50
371	50
372	49
373	50
374	46
375	48
376	48
377	49
378	49
379	50
380	49
381	50
382	50
383	50
384	49
385	49
386	50
387	49
388	49
389	49
390	48
391	49
392	49
393	50
394	50
395	48
396	46
397	48
398	50
399	48
400	49
401	49
402	49
403	49
404	50
405	46
406	51
407	46
408	48
409	49
410	50
411	46
412	46
413	48
414	49
415	50
416	49
417	49
418	49
419	50
420	48
421	46
422	50
423	51
424	49
425	49
426	49
427	49
428	50
429	51
430	49
431	49
432	50
433	49
434	49
435	49
436	50
437	51
438	49
439	51
440	48
441	49
442	48
443	49
444	51
445	48
446	49
447	49
448	49
449	46
450	49
451	49
452	51
453	48
454	49
455	49
456	48
457	51
458	49
459	48
460	49
461	49
462	51
463	51
464	49
465	49
466	49
467	49
468	49
469	49
470	50
471	49
472	49
473	48
474	49
475	50
476	49
477	51
478	49
479	49
480	49
481	49
482	50
483	48
484	48
485	48
486	51
487	49
488	49
489	50
490	46
491	49
492	49
493	49
494	48
495	46
496	49
497	50
498	46
499	49
500	49
501	49
502	48
503	49
504	48
505	51
506	51
507	49
508	49
509	46
510	48
511	49
512	50
513	49
514	49
515	49
516	49
517	50
518	49
519	49
520	49
521	49
522	48
523	48
524	50
