0	47
1	47
2	49
3	49
4	49
5	49
6	49
7	46
8	49
9	50
10	49
11	49
12	49
13	49
14	49
15	49
16	49
17	49
18	49
19	52
20	52
21	52
22	49
23	49
24	49
25	46
26	49
27	49
28	49
29	49
30	51
31	50
32	48
33	46
34	48
35	49
36	49
37	48
38	52
39	49
40	48
41	49
42	49
43	47
44	49
45	48
46	48
47	47
48	47
49	48
50	49
51	49
52	46
53	50
54	49
55	49
56	52
57	52
58	49
59	50
60	49
61	49
62	47
63	49
64	47
65	47
66	46
67	46
68	49
69	49
70	49
71	49
72	49
73	48
74	49
75	49
76	51
77	50
78	49
79	52
80	49
81	49
82	51
83	46
84	48
85	48
86	46
87	48
88	48
89	46
90	48
91	46
92	51
93	48
94	48
95	46
96	48
97	48
98	48
99	51
100	52
101	52
102	52
103	46
104	49
105	49
106	49
107	49
108	49
109	49
110	49
111	49
112	49
113	46
114	49
115	49
116	47
117	46
118	49
119	46
120	46
121	49
122	49
123	49
124	49
125	49
126	49
127	49
128	47
129	49
130	49
131	49
132	49
133	46
134	49
135	49
136	46
137	49
138	49
139	49
140	46
141	49
142	46
143	49
144	49
145	47
146	49
147	49
148	49
149	46
150	49
151	49
152	49
153	47
154	50
155	47
156	49
157	49
158	46
159	49
160	49
161	49
162	49
163	49
164	49
165	49
166	49
167	46
168	49
169	49
170	49
171	49
172	49
173	46
174	49
175	49
176	50
177	49
178	49
179	49
180	49
181	49
182	49
183	49
184	47
185	46
186	46
187	48
188	48
189	46
190	49
191	49
192	49
193	49
194	49
195	49
196	49
197	50
198	49
199	50
200	49
201	49
202	49
203	49
204	49
205	49
206	49
207	50
208	50
209	49
210	49
211	50
212	49
213	46
214	52
215	52
216	52
217	47
218	52
219	52
220	52
221	52
222	52
223	52
224	52
225	47
226	52
227	52
228	49
229	49
230	49
231	49
232	49
233	49
234	49
235	49
236	46
237	49
238	49
239	49
240	49
241	49
242	49
243	46
244	46
245	46
246	46
247	48
248	52
249	49
250	49
251	49
252	49
253	46
254	49
255	49
256	50
257	49
258	50
259	52
260	51
261	49
262	51
263	49
264	52
265	49
266	50
267	49
268	49
269	48
270	49
271	46
272	49
273	51
274	52
275	49
276	49
277	49
278	49
279	49
280	49
281	49
282	49
283	51
284	47
285	47
286	48
287	49
288	49
289	50
290	46
291	50
292	49
293	49
294	48
295	48
296	49
297	50
298	49
299	49
300	49
301	49
302	49
303	49
304	52
305	46
306	49
307	46
308	46
309	49
310	49
311	51
312	51
313	51
314	49
315	48
316	48
317	48
318	49
319	48
320	51
321	49
322	49
323	49
324	49
325	49
326	49
327	46
328	50
329	49
330	50
331	46
332	49
333	51
334	49
335	49
336	49
337	50
338	49
339	48
340	50
341	50
342	49
343	49
344	49
345	50
346	49
347	51
348	50
349	49
350	49
351	50
352	49
353	51
354	49
355	49
356	48
357	48
358	49
359	49
360	49
361	46
362	49
363	50
364	49
365	49
366	48
367	48
368	50
369	50
370	51
371	48
372	46
373	49
374	49
375	50
376	50
377	49
378	46
379	49
380	48
381	49
382	49
383	48
384	49
385	49
386	49
387	46
388	49
389	49
390	48
391	49
392	50
393	46
394	50
395	46
396	49
397	50
398	49
399	50
400	49
401	49
402	46
403	49
404	49
405	51
406	49
407	51
408	46
409	46
410	48
411	49
412	49
413	50
414	49
415	49
416	49
417	49
418	49
419	49
420	50
421	49
422	49
423	51
424	49
425	49
426	49
427	46
428	49
429	46
430	51
431	51
432	49
433	49
434	50
435	49
436	46
437	49
438	49
439	49
440	46
441	49
442	49
443	49
444	51
445	49
446	48
447	51
448	50
449	46
450	49
451	50
452	49
453	50
454	49
455	49
456	49
457	46
458	49
459	50
460	49
461	50
462	49
463	49
464	49
465	50
466	51
467	48
468	49
469	49
470	50
471	50
472	48
